,sentence_id,word,ante_cons
11,Sentence: 8,were,ante
12,Sentence: 8,in,ante
13,Sentence: 8,fact,ante
14,Sentence: 8,a,ante
15,Sentence: 8,champion,ante
16,Sentence: 8,for,ante
17,Sentence: 8,civil,ante
18,Sentence: 8,rights,ante
19,Sentence: 8,",",","
20,Sentence: 8,wouldn,cons
21,Sentence: 8,',cons
22,Sentence: 8,t,cons
23,Sentence: 8,the,cons
24,Sentence: 8,civil,cons
25,Sentence: 8,rights,cons
26,Sentence: 8,community,cons
27,Sentence: 8,support,cons
28,Sentence: 8,him,cons
29,Sentence: 8,unanimously,cons
30,Sentence: 8,?,?
31,Sentence: 8,Where,Where
32,Sentence: 8,do,do
33,Sentence: 8,you,you
34,Sentence: 8,stand,stand
35,Sentence: 8,?,?
36,Sentence: 8,It,It
37,Sentence: 8,is,is
38,Sentence: 8,clear,clear
39,Sentence: 8,from,from
40,Sentence: 8,his,his
41,Sentence: 8,record,record
42,Sentence: 8,where,where
43,Sentence: 8,he,he
44,Sentence: 8,stands,stands
45,Sentence: 8,.,.
0,Sentence: 9,Thanks,Thanks
1,Sentence: 9,for,for
2,Sentence: 9,the,the
3,Sentence: 9,article,article
4,Sentence: 9,on,on
5,Sentence: 9,this,this
6,Sentence: 9,new,new
7,Sentence: 9,term,term
8,Sentence: 9,that,that
9,Sentence: 9,fits,fits
10,Sentence: 9,me,me
11,Sentence: 9,so,so
12,Sentence: 9,well,well
13,Sentence: 9,",",","
14,Sentence: 9,wish,ante
15,Sentence: 9,all,ante
16,Sentence: 9,your,ante
17,Sentence: 9,articles,ante
18,Sentence: 9,were,ante
19,Sentence: 9,worthy,ante
20,Sentence: 9,of,ante
21,Sentence: 9,praise,ante
22,Sentence: 9,.,.
0,Sentence: 10,I,ante
1,Sentence: 10,wish,ante
2,Sentence: 10,I,ante
3,Sentence: 10,could,ante
4,Sentence: 10,say,ante
5,Sentence: 10,I,ante
6,Sentence: 10,would,ante
7,Sentence: 10,not,ante
8,Sentence: 10,have,ante
9,Sentence: 10,participated,ante
10,Sentence: 10,in,ante
11,Sentence: 10,this,ante
12,Sentence: 10,unethical,ante
13,Sentence: 10,experiment,ante
14,Sentence: 10,",",","
15,Sentence: 10,but,but
16,Sentence: 10,I,I
17,Sentence: 10,am,am
18,Sentence: 10,a,a
19,Sentence: 10,strict,strict
20,Sentence: 10,rule,rule
21,Sentence: 10,follower,follower
22,Sentence: 10,",",","
23,Sentence: 10,and,and
24,Sentence: 10,I,cons
25,Sentence: 10,probably,cons
26,Sentence: 10,would,cons
27,Sentence: 10,have,cons
28,Sentence: 10,gone,cons
29,Sentence: 10,all,cons
30,Sentence: 10,the,cons
31,Sentence: 10,way,cons
32,Sentence: 10,to,cons
33,Sentence: 10,450,cons
34,Sentence: 10,volts,cons
35,Sentence: 10,.,.
0,Sentence: 11,Oh,Oh
1,Sentence: 11,",",","
2,Sentence: 11,the,cons
3,Sentence: 11,military,cons
4,Sentence: 11,could,cons
5,Sentence: 11,have,cons
6,Sentence: 11,swooped,cons
7,Sentence: 11,in,cons
8,Sentence: 11,to,cons
9,Sentence: 11,save,cons
10,Sentence: 11,the,cons
11,Sentence: 11,day,cons
12,Sentence: 11,",",","
13,Sentence: 11,they,they
14,Sentence: 11,say,say
15,Sentence: 11,",",","
16,Sentence: 11,if,ante
17,Sentence: 11,only,ante
18,Sentence: 11,they,ante
19,Sentence: 11,had,ante
20,Sentence: 11,not,ante
21,Sentence: 11,been,ante
22,Sentence: 11,prevented,ante
23,Sentence: 11,from,ante
24,Sentence: 11,doing,ante
25,Sentence: 11,that,ante
26,Sentence: 11,by,ante
27,Sentence: 11,Col,ante
28,Sentence: 11,.,.
0,Sentence: 12,If,ante
1,Sentence: 12,some,ante
2,Sentence: 12,other,ante
3,Sentence: 12,White,ante
4,Sentence: 12,House,ante
5,Sentence: 12,staffer,ante
6,Sentence: 12,had,ante
7,Sentence: 12,come,ante
8,Sentence: 12,out,ante
9,Sentence: 12,and,ante
10,Sentence: 12,repeated,ante
11,Sentence: 12,what,ante
12,Sentence: 12,Bannon,ante
13,Sentence: 12,",",ante
14,Sentence: 12,Tillerson,ante
15,Sentence: 12,",",ante
16,Sentence: 12,Cohn,ante
17,Sentence: 12,or,ante
18,Sentence: 12,Porter,ante
19,Sentence: 12,had,ante
20,Sentence: 12,previous,ante
21,Sentence: 12,said,ante
22,Sentence: 12,hardly,cons
23,Sentence: 12,anyone,cons
24,Sentence: 12,would,cons
25,Sentence: 12,notice,cons
26,Sentence: 12,.,.
0,Sentence: 13,As,As
1,Sentence: 13,for,for
2,Sentence: 13,me,me
3,Sentence: 13,",",","
4,Sentence: 13,I,I
5,Sentence: 13,personally,personally
6,Sentence: 13,was,was
7,Sentence: 13,able,able
8,Sentence: 13,to,to
9,Sentence: 13,consume,consume
10,Sentence: 13,more,more
11,Sentence: 13,by,by
12,Sentence: 13,living,living
13,Sentence: 13,in,in
14,Sentence: 13,East,East
15,Sentence: 13,Asia,Asia
16,Sentence: 13,than,than
17,Sentence: 13,I,cons
18,Sentence: 13,would,cons
19,Sentence: 13,have,cons
20,Sentence: 13,if,ante
21,Sentence: 13,I,ante
22,Sentence: 13,lived,ante
23,Sentence: 13,in,ante
24,Sentence: 13,America,ante
25,Sentence: 13,.,.
0,Sentence: 14,The,The
1,Sentence: 14,most,most
2,Sentence: 14,challenging,challenging
3,Sentence: 14,brewing,brewing
4,Sentence: 14,process,process
5,Sentence: 14,of,of
6,Sentence: 14,his,his
7,Sentence: 14,career,career
8,Sentence: 14,",",","
9,Sentence: 14,Willem,Willem
10,Sentence: 14,van,van
11,Sentence: 14,Waesberghe,Waesberghe
12,Sentence: 14,",",","
13,Sentence: 14,Global,Global
14,Sentence: 14,Craft,Craft
15,Sentence: 14,and,and
16,Sentence: 14,Brew,Brew
17,Sentence: 14,Master,Master
18,Sentence: 14,at,at
19,Sentence: 14,HEINEKEN,HEINEKEN
20,Sentence: 14,",",","
21,Sentence: 14,stated,stated
22,Sentence: 14,;,;
23,Sentence: 14,"""",""""
24,Sentence: 14,Removing,ante
25,Sentence: 14,alcohol,ante
26,Sentence: 14,from,ante
27,Sentence: 14,regular,ante
28,Sentence: 14,5,ante
29,Sentence: 14,%,ante
30,Sentence: 14,Heineken,ante
31,Sentence: 14,would,ante
32,Sentence: 14,have,ante
33,Sentence: 14,been,ante
34,Sentence: 14,easy,ante
35,Sentence: 14,",",","
36,Sentence: 14,but,cons
37,Sentence: 14,it,cons
38,Sentence: 14,wouldn,cons
39,Sentence: 14,',cons
40,Sentence: 14,t,cons
41,Sentence: 14,deliver,cons
42,Sentence: 14,the,cons
43,Sentence: 14,same,cons
44,Sentence: 14,premium,cons
45,Sentence: 14,beer,cons
46,Sentence: 14,taste,cons
47,Sentence: 14,that,cons
48,Sentence: 14,Heineken,cons
49,Sentence: 14,is,cons
50,Sentence: 14,known,cons
51,Sentence: 14,for,cons
52,Sentence: 14,.,.
53,Sentence: 14,"""",""""
0,Sentence: 15,Even,Even
1,Sentence: 15,if,if
2,Sentence: 15,most,most
3,Sentence: 15,buyers,buyers
4,Sentence: 15,of,of
5,Sentence: 15,suburban,suburban
6,Sentence: 15,homes,homes
7,Sentence: 15,can,can
8,Sentence: 15,afford,afford
9,Sentence: 15,a,a
10,Sentence: 15,mortgage,mortgage
11,Sentence: 15,payment,payment
12,Sentence: 15,with,with
13,Sentence: 15,a,a
14,Sentence: 15,bank,bank
15,Sentence: 15,account,account
16,Sentence: 15,that,that
17,Sentence: 15,they,they
18,Sentence: 15,have,have
19,Sentence: 15,that,that
20,Sentence: 15,contains,contains
21,Sentence: 15,billions,billions
22,Sentence: 15,of,of
23,Sentence: 15,dollars,dollars
24,Sentence: 15,that,that
25,Sentence: 15,they,they
26,Sentence: 15,can,can
27,Sentence: 15,','
28,Sentence: 15,t,t
29,Sentence: 15,immediately,immediately
30,Sentence: 15,access,access
31,Sentence: 15,",",","
32,Sentence: 15,at,at
33,Sentence: 15,least,least
34,Sentence: 15,30,30
35,Sentence: 15,percent,percent
36,Sentence: 15,of,of
37,Sentence: 15,the,the
38,Sentence: 15,value,value
39,Sentence: 15,of,of
40,Sentence: 15,a,a
41,Sentence: 15,home,home
42,Sentence: 15,is,is
43,Sentence: 15,often,often
44,Sentence: 15,required,required
45,Sentence: 15,up,up
46,Sentence: 15,front,front
47,Sentence: 15,",",","
48,Sentence: 15,and,and
49,Sentence: 15,as,as
50,Sentence: 15,such,such
51,Sentence: 15,they,cons
52,Sentence: 15,could,cons
53,Sentence: 15,have,cons
54,Sentence: 15,trouble,cons
55,Sentence: 15,buying,cons
56,Sentence: 15,even,ante
57,Sentence: 15,with,ante
58,Sentence: 15,a,ante
59,Sentence: 15,ridiculous,ante
60,Sentence: 15,amount,ante
61,Sentence: 15,of,ante
62,Sentence: 15,money,ante
63,Sentence: 15,.,.
0,Sentence: 16,Raise,ante
1,Sentence: 16,whatever,ante
2,Sentence: 16,ya,ante
3,Sentence: 16,got,ante
4,Sentence: 16,handy,ante
5,Sentence: 16,and,ante
6,Sentence: 16,wish,ante
7,Sentence: 16,a,ante
8,Sentence: 16,Happy,ante
9,Sentence: 16,Birthday,ante
10,Sentence: 16,to,ante
11,Sentence: 16,the,ante
12,Sentence: 16,late,ante
13,Sentence: 16,George,ante
14,Sentence: 16,Carlin,ante
15,Sentence: 16,",",ante
16,Sentence: 16,who,ante
17,Sentence: 16,would,ante
18,Sentence: 16,',ante
19,Sentence: 16,ve,ante
20,Sentence: 16,turned,ante
21,Sentence: 16,81,ante
22,Sentence: 16,tomorrow,ante
23,Sentence: 16,.,.
0,Sentence: 17,Investors,Investors
1,Sentence: 17,should,should
2,Sentence: 17,indeed,indeed
3,Sentence: 17,bear,bear
4,Sentence: 17,some,some
5,Sentence: 17,of,of
6,Sentence: 17,the,the
7,Sentence: 17,pain,pain
8,Sentence: 17,",",","
9,Sentence: 17,but,but
10,Sentence: 17,she,ante
11,Sentence: 17,would,ante
12,Sentence: 17,have,ante
13,Sentence: 17,done,ante
14,Sentence: 17,better,ante
15,Sentence: 17,to,ante
16,Sentence: 17,venture,ante
17,Sentence: 17,into,ante
18,Sentence: 17,this,ante
19,Sentence: 17,territory,ante
20,Sentence: 17,next,ante
21,Sentence: 17,year,ante
22,Sentence: 17,",",","
23,Sentence: 17,once,once
24,Sentence: 17,markets,markets
25,Sentence: 17,had,had
26,Sentence: 17,calmed,calmed
27,Sentence: 17,down,down
28,Sentence: 17,",",","
29,Sentence: 17,and,and
30,Sentence: 17,with,with
31,Sentence: 17,a,a
32,Sentence: 17,proper,proper
33,Sentence: 17,map,map
34,Sentence: 17,.,.
0,Sentence: 18,Had,ante
1,Sentence: 18,he,ante
2,Sentence: 18,refused,ante
3,Sentence: 18,to,ante
4,Sentence: 18,attempt,ante
5,Sentence: 18,something,ante
6,Sentence: 18,so,ante
7,Sentence: 18,partisan,ante
8,Sentence: 18,and,ante
9,Sentence: 18,with,ante
10,Sentence: 18,such,ante
11,Sentence: 18,long,ante
12,Sentence: 18,odds,ante
13,Sentence: 18,of,ante
14,Sentence: 18,success,ante
15,Sentence: 18,",",","
16,Sentence: 18,he,cons
17,Sentence: 18,would,cons
18,Sentence: 18,have,cons
19,Sentence: 18,had,cons
20,Sentence: 18,to,cons
21,Sentence: 18,settle,cons
22,Sentence: 18,at,cons
23,Sentence: 18,the,cons
24,Sentence: 18,outset,cons
25,Sentence: 18,for,cons
26,Sentence: 18,a,cons
27,Sentence: 18,repair,cons
28,Sentence: 18,of,cons
29,Sentence: 18,the,cons
30,Sentence: 18,Affordable,cons
31,Sentence: 18,Care,cons
32,Sentence: 18,Act,cons
33,Sentence: 18,rather,cons
34,Sentence: 18,than,cons
35,Sentence: 18,an,cons
36,Sentence: 18,attempt,cons
37,Sentence: 18,to,cons
38,Sentence: 18,repeal,cons
39,Sentence: 18,.,.
0,Sentence: 19,If,ante
1,Sentence: 19,our,ante
2,Sentence: 19,ancestors,ante
3,Sentence: 19,had,ante
4,Sentence: 19,given,ante
5,Sentence: 19,up,ante
6,Sentence: 19,to,ante
7,Sentence: 19,the,ante
8,Sentence: 19,cynics,ante
9,Sentence: 19,",",","
10,Sentence: 19,we,cons
11,Sentence: 19,couldn,cons
12,Sentence: 19,',cons
13,Sentence: 19,t,cons
14,Sentence: 19,have,cons
15,Sentence: 19,gotten,cons
16,Sentence: 19,through,cons
17,Sentence: 19,war,cons
18,Sentence: 19,",",cons
19,Sentence: 19,through,cons
20,Sentence: 19,depression,cons
21,Sentence: 19,.,.
0,Sentence: 20,While,While
1,Sentence: 20,Republicans,Republicans
2,Sentence: 20,insist,insist
3,Sentence: 20,that,that
4,Sentence: 20,back,back
5,Sentence: 20,pay,pay
6,Sentence: 20,for,for
7,Sentence: 20,contract,contract
8,Sentence: 20,workers,workers
9,Sentence: 20,is,is
10,Sentence: 20,complicated,complicated
11,Sentence: 20,and,and
12,Sentence: 20,messy,messy
13,Sentence: 20,",",","
14,Sentence: 20,Smith,Smith
15,Sentence: 20,and,and
16,Sentence: 20,Pressley,Pressley
17,Sentence: 20,disagree,disagree
18,Sentence: 20,:,:
19,Sentence: 20,"""",""""
20,Sentence: 20,Federal,Federal
21,Sentence: 20,agencies,agencies
22,Sentence: 20,have,have
23,Sentence: 20,already,already
24,Sentence: 20,budgeted,budgeted
25,Sentence: 20,the,cons
26,Sentence: 20,money,cons
27,Sentence: 20,they,cons
28,Sentence: 20,would,cons
29,Sentence: 20,have,cons
30,Sentence: 20,used,cons
31,Sentence: 20,to,cons
32,Sentence: 20,pay,cons
33,Sentence: 20,these,cons
34,Sentence: 20,contractors,cons
35,Sentence: 20,had,ante
36,Sentence: 20,the,ante
37,Sentence: 20,shutdown,ante
38,Sentence: 20,not,ante
39,Sentence: 20,happened,ante
40,Sentence: 20,.,.
41,Sentence: 20,"""",""""
0,Sentence: 21,Later,Later
1,Sentence: 21,",",","
2,Sentence: 21,Mr,Mr
3,Sentence: 21,Chaffetz,Chaffetz
4,Sentence: 21,told,told
5,Sentence: 21,Fox,Fox
6,Sentence: 21,News,News
7,Sentence: 21,his,ante
8,Sentence: 21,comment,ante
9,Sentence: 21,could,ante
10,Sentence: 21,have,ante
11,Sentence: 21,been,ante
12,Sentence: 21,phrased,ante
13,Sentence: 21,more,ante
14,Sentence: 21,"""",ante
15,Sentence: 21,smoothly,ante
16,Sentence: 21,"""",ante
17,Sentence: 21,.,.
0,Sentence: 22,A,A
1,Sentence: 22,decade,decade
2,Sentence: 22,ago,ago
3,Sentence: 22,",",","
4,Sentence: 22,if,ante
5,Sentence: 22,you,ante
6,Sentence: 22,told,ante
7,Sentence: 22,someone,ante
8,Sentence: 22,that,ante
9,Sentence: 22,energy,ante
10,Sentence: 22,independence,ante
11,Sentence: 22,would,ante
12,Sentence: 22,be,ante
13,Sentence: 22,conceivable,ante
14,Sentence: 22,by,ante
15,Sentence: 22,2020,ante
16,Sentence: 22,they,cons
17,Sentence: 22,would,cons
18,Sentence: 22,have,cons
19,Sentence: 22,said,cons
20,Sentence: 22,you,cons
21,Sentence: 22,are,cons
22,Sentence: 22,crazy,cons
23,Sentence: 22,.,.
0,Sentence: 23,TRUE,TRUE
1,Sentence: 23,to,to
2,Sentence: 23,form,form
3,Sentence: 23,",",","
4,Sentence: 23,the,the
5,Sentence: 23,Dow,Dow
6,Sentence: 23,','
7,Sentence: 23,s,s
8,Sentence: 23,rebound,rebound
9,Sentence: 23,was,was
10,Sentence: 23,impressive,impressive
11,Sentence: 23,but,but
12,Sentence: 23,somewhat,somewhat
13,Sentence: 23,ephemeral,ephemeral
14,Sentence: 23,:,:
15,Sentence: 23,By,By
16,Sentence: 23,early,early
17,Sentence: 23,September,September
18,Sentence: 23,",",","
19,Sentence: 23,the,the
20,Sentence: 23,index,index
21,Sentence: 23,had,had
22,Sentence: 23,surged,surged
23,Sentence: 23,to,to
24,Sentence: 23,nearly,nearly
25,Sentence: 23,80,80
26,Sentence: 23,points,points
27,Sentence: 23,",",","
28,Sentence: 23,and,and
29,Sentence: 23,it,cons
30,Sentence: 23,would,cons
31,Sentence: 23,have,cons
32,Sentence: 23,finished,cons
33,Sentence: 23,the,cons
34,Sentence: 23,year,cons
35,Sentence: 23,in,cons
36,Sentence: 23,positive,cons
37,Sentence: 23,territory,cons
38,Sentence: 23,if,ante
39,Sentence: 23,not,ante
40,Sentence: 23,for,ante
41,Sentence: 23,an,ante
42,Sentence: 23,autumn,ante
43,Sentence: 23,collapse,ante
44,Sentence: 23,that,ante
45,Sentence: 23,mimicked,ante
46,Sentence: 23,1929,ante
47,Sentence: 23,',ante
48,Sentence: 23,s,ante
